title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,decade,na_pct,jp_pct,pal_pct,other_pct,sales_tier,,,
echochrome,PSP,Puzzle,Sony Computer Entertainment,7.6,0.09,0,0.08,0.01,0,2008,2000,0,88.9,11.1,0,Niche (<0.1M),,,
MX SuperFly featuring Ricky Carmichael,GC,Racing,THQ,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Running Wild,PS,Racing,Sony Computer Entertainment,7.3,0.09,0.05,0,0.03,0.01,1998,1990,55.6,0,33.3,11.1,Niche (<0.1M),,,
GripShift,PSP,Racing,Sony Computer Entertainment,7.1,0.09,0.08,0,0,0.01,2005,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Shrek Smash n' Crash Racing,PSP,Racing,Activision,7.3,0.09,0.08,0,0,0.01,2006,2000,88.9,0,0,11.1,Niche (<0.1M),,,
ATV Drift & Tricks,PS4,Racing,Maximum Games,7.3,0.09,0.07,0,0,0.02,2017,2010,77.8,0,0,22.2,Niche (<0.1M),,,
Test Drive: Eve of Destruction,XB,Racing,Atari,7.3,0.09,0.07,0,0.02,0,2004,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Mahjong Cub3D,3DS,Puzzle,Atlus,6.9,0.09,0.07,0.02,0,0.01,2011,2010,77.8,22.2,0,11.1,Niche (<0.1M),,,
Ford Racing 3,XB,Racing,2K Games,7.3,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Nickelodeon Kart Racers,PS4,Racing,GameMill Entertainment,7.3,0.09,0.07,0,0,0.02,2018,2010,77.8,0,0,22.2,Niche (<0.1M),,,
Just Dance: Disney Party 2,WiiU,Music,Ubisoft,7.3,0.09,0.07,0,0.01,0.01,2015,2010,77.8,0,11.1,11.1,Niche (<0.1M),,,
Rosco McQueen: Firefighter Extreme,PS,Action,Psygnosis,7.3,0.09,0.05,0,0.04,0.01,1998,1990,55.6,0,44.4,11.1,Niche (<0.1M),,,
Fresh PreCure! Asobi Collection,DS,Action,Namco Bandai,7.3,0.09,0,0.09,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
The Story of Noah's Ark,DS,Action,SouthPeak Interactive,7.3,0.09,0.09,0,0,0.01,2010,2010,100,0,0,11.1,Niche (<0.1M),,,
Robots,XB,Action,VU Games,7.3,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Metal Fight Beyblade,DS,Action,Hudson Soft,7.3,0.09,0,0.09,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,Action,Mumbo Jumbo,7.3,0.09,0.09,0,0,0.01,2009,2000,100,0,0,11.1,Niche (<0.1M),,,
Nights of Azure 2,PS4,Action,Tecmo Koei,7.3,0.09,0.04,0.04,0,0.01,2017,2010,44.4,44.4,0,11.1,Niche (<0.1M),,,
Blitz: Overtime,PSP,Sports,Midway Games,7.3,0.09,0.09,0,0,0.01,2006,2000,100,0,0,11.1,Niche (<0.1M),,,
Winter Stars,X360,Sports,Deep Silver,7.3,0.09,0.05,0,0.04,0.01,2011,2010,55.6,0,44.4,11.1,Niche (<0.1M),,,
Grand Theft Auto: The Trilogy,XB,Adventure,Rockstar Games,7.3,0.09,0.06,0,0.02,0,2005,2000,66.7,0,22.2,0,Niche (<0.1M),,,
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,Adventure,Buena Vista,7.3,0.09,0.06,0,0.02,0,2005,2000,66.7,0,22.2,0,Niche (<0.1M),,,
Disney's Aladdin in Nasira's Revenge,PS,Action,Sony Computer Entertainment,7.3,0.09,0.05,0,0.04,0.01,2001,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
Beowulf: The Game,PSP,Action,Ubisoft,7.3,0.09,0.08,0,0,0.01,2007,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Ninja Gaiden Black,XB,Action,Tecmo,9.5,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Retro Game Challenge (US sales),DS,Action,Xseed Games,7.3,0.09,0.09,0,0,0,2009,2000,100,0,0,0,Niche (<0.1M),,,
Rygar: The Battle of Argus,Wii,Action,Tecmo,7.3,0.09,0.09,0,0,0.01,2009,2000,100,0,0,11.1,Niche (<0.1M),,,
Barbie and the Magic of Pegasus,GBA,Action,Vivendi Games,7.3,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Nights of Azure,PS4,Action,Tecmo Koei,7.3,0.09,0.04,0,0.04,0.02,2016,2010,44.4,0,44.4,22.2,Niche (<0.1M),,,
Pipe Mania,DS,Puzzle,Empire Interactive,7.3,0.09,0.08,0,0.01,0.01,2008,2000,88.9,0,11.1,11.1,Niche (<0.1M),,,
Hello Kitty's Cube Frenzy,PS,Puzzle,NewKidCo,7.3,0.09,0.05,0,0.03,0.01,1999,1990,55.6,0,33.3,11.1,Niche (<0.1M),,,
Puchi Puchi Virus,DS,Puzzle,NIS America,7.4,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Challenge Me: Brain Puzzles 2,DS,Puzzle,O-Games,7.3,0.09,0.05,0,0.04,0.01,2010,2010,55.6,0,44.4,11.1,Niche (<0.1M),,,
Junior Mystery Quest,DS,Puzzle,Unknown,7.3,0.09,0.07,0,0.01,0.01,2011,2010,77.8,0,11.1,11.1,Niche (<0.1M),,,
Crash 'N' Burn,XB,Racing,Eidos Interactive,7.3,0.09,0.07,0,0.02,0,2004,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Nickelodeon Kart Racers,XOne,Racing,GameMill Entertainment,7.3,0.09,0.08,0,0,0.01,2018,2010,88.9,0,0,11.1,Niche (<0.1M),,,
Shox,PS2,Racing,Electronic Arts,7.3,0.09,0.05,0,0.04,0.01,2002,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
MotoGP 14,X360,Racing,Namco Bandai Games,7.3,0.09,0.05,0,0.03,0.01,2014,2010,55.6,0,33.3,11.1,Niche (<0.1M),,,
Super Puzzle Fighter II,GBA,Puzzle,Capcom,7.3,0.09,0.06,0,0.02,0,2003,2000,66.7,0,22.2,0,Niche (<0.1M),,,
Go Play: City Sports,Wii,Sports,Majesco,7.3,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Bass Pro Shops: The Hunt,X360,Sports,Griffin International,7.3,0.09,0.08,0,0,0.01,2010,2010,88.9,0,0,11.1,Niche (<0.1M),,,
Agassi Tennis Generation,PS2,Sports,DreamCatcher Interactive,7.3,0.09,0.04,0,0.03,0.01,2003,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Rugby League Live 4,PS4,Sports,Tru Blu Entertainment,7.3,0.09,0,0,0.08,0.01,2017,2010,0,0,88.9,11.1,Niche (<0.1M),,,
Alien Monster Bowling League,Wii,Sports,Destineer,7.3,0.09,0.09,0,0,0.01,2009,2000,100,0,0,11.1,Niche (<0.1M),,,
Deadliest Catch: Sea of Chaos,X360,Sports,Crave Entertainment,7.3,0.09,0.08,0,0,0.01,2010,2010,88.9,0,0,11.1,Niche (<0.1M),,,
Altered Beast: Guardian of the Realms,GBA,Action,THQ,6.5,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Bladestorm: The Hundred Years' War,X360,Action,KOEI,6.9,0.09,0.08,0,0.01,0.01,2007,2000,88.9,0,11.1,11.1,Niche (<0.1M),,,
Toy Soldiers: War Chest,PS4,Action,Ubisoft,7.3,0.09,0.07,0,0,0.02,2015,2010,77.8,0,0,22.2,Niche (<0.1M),,,
Island Xtreme Stunts,PS2,Action,Electronic Arts,7.3,0.09,0.04,0,0.03,0.01,2002,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Let's Ride! Silver Buckle Stables,PS2,Sports,THQ,7.3,0.09,0.05,0,0.04,0.01,2006,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
NCAA March Madness 08,PS3,Sports,EA Sports,7.3,0.09,0.08,0,0,0.01,2007,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Pro Yakyuu Greatest Nine 98,SAT,Sports,Sega,7.3,0.09,0,0.09,0,0,1998,1990,0,100,0,0,Niche (<0.1M),,,
Rapala Pro Bass Fishing 2010,PSP,Sports,Activision,7.3,0.09,0.08,0,0,0.02,2010,2010,88.9,0,0,22.2,Niche (<0.1M),,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Action,Activision,7.3,0.09,0.03,0,0.06,0.01,2016,2010,33.3,0,66.7,11.1,Niche (<0.1M),,,
Barnyard,PS2,Action,THQ,7.3,0.09,0.05,0,0.04,0.01,2006,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
Monster Jam: Urban Assault,PSP,Racing,Activision,7.3,0.09,0.08,0,0,0.01,2008,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Indianapolis 500 Legends,DS,Racing,Destineer,7.3,0.09,0.08,0,0,0.01,2007,2000,88.9,0,0,11.1,Niche (<0.1M),,,
MXGP 3: The Official Motocross Videogame,XOne,Racing,Milestone,7.3,0.09,0.06,0,0.02,0.01,2017,2010,66.7,0,22.2,11.1,Niche (<0.1M),,,
Sotsugyou Crossworld,PS,Simulation,Hearty Robin,7.3,0.09,0,0.08,0,0.01,1996,1990,0,88.9,0,11.1,Niche (<0.1M),,,
Harvest Moon: Boy & Girl,PSP,Simulation,Natsume,6.1,0.09,0.08,0,0,0.01,2007,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Dreamer Series: Teacher,DS,Simulation,DreamCatcher Interactive,7.3,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Fishing Master World Tour,Wii,Sports,Hudson Entertainment,7.3,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Little League World Series Baseball 2008,Wii,Sports,Activision,7.3,0.09,0.09,0,0,0.01,2008,2000,100,0,0,11.1,Niche (<0.1M),,,
New Legends,XB,Action,THQ,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Shrek SuperSlam,XB,Action,Activision,7.3,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Generator Rex: Agent of Providence,Wii,Action,Activision,7.3,0.09,0.07,0,0.01,0.01,2011,2010,77.8,0,11.1,11.1,Niche (<0.1M),,,
Earth Defense Force 2: Invaders from Planet Space,PSV,Action,Xseed Games,7.3,0.09,0.04,0.04,0,0.01,2015,2010,44.4,44.4,0,11.1,Niche (<0.1M),,,
Mind Quiz,PSP,Action,Ubisoft,7.3,0.09,0.08,0,0.01,0.01,2006,2000,88.9,0,11.1,11.1,Niche (<0.1M),,,
Green Lantern: Rise of the Manhunters,Wii,Action,Warner Bros. Interactive,5.5,0.09,0.05,0,0.03,0.01,2011,2010,55.6,0,33.3,11.1,Niche (<0.1M),,,
Major League Baseball 2K11,DS,Sports,2K Sports,7.3,0.09,0.08,0,0,0.01,2011,2010,88.9,0,0,11.1,Niche (<0.1M),,,
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,Sports,Konami,7.3,0.09,0,0.09,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Sports,Konami,7.3,0.09,0,0.09,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
NFL Blitz 20-02,XB,Sports,Midway Games,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
MLB SlugFest Loaded,XB,Sports,Midway Games,7.3,0.09,0.07,0,0.02,0,2004,2000,77.8,0,22.2,0,Niche (<0.1M),,,
MLB 2K9 Fantasy All-Stars,DS,Sports,2K Sports,7.3,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Jikkyou Powerful Pro Yakyuu 2012,PSV,Sports,Konami Digital Entertainment,7.3,0.09,0,0.09,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
MLB Superstars,Wii,Sports,2K Sports,7.3,0.09,0.08,0,0,0.01,2008,2000,88.9,0,0,11.1,Niche (<0.1M),,,
World Stadium 5,PS,Sports,Namco,7.3,0.09,0,0.09,0,0.01,2001,2000,0,100,0,11.1,Niche (<0.1M),,,
Sega Bass Fishing,DC,Sports,Sega,7.3,0.09,0,0.09,0,0,1999,1990,0,100,0,0,Niche (<0.1M),,,
Reading Training,DS,Simulation,Benesse,7.3,0.09,0,0.08,0,0,2007,2000,0,88.9,0,0,Niche (<0.1M),,,
Wing Commander IV: The Price of Freedom,PS,Simulation,Origin Systems,7.3,0.09,0.05,0,0.03,0.01,1997,1990,55.6,0,33.3,11.1,Niche (<0.1M),,,
Busy Scissors,Wii,Simulation,Little Orbit,7.3,0.09,0.08,0,0,0.01,2010,2010,88.9,0,0,11.1,Niche (<0.1M),,,
Top Gear Rally,GBA,Racing,Nintendo,7.3,0.09,0.06,0,0.02,0,2003,2000,66.7,0,22.2,0,Niche (<0.1M),,,
Rollcage Stage II,PS,Racing,Midway Games,7.3,0.09,0.05,0,0.03,0.01,2000,2000,55.6,0,33.3,11.1,Niche (<0.1M),,,
R: Racing Evolution,XB,Racing,Namco,7.3,0.09,0.06,0,0.02,0,2003,2000,66.7,0,22.2,0,Niche (<0.1M),,,
MotoGP,XB,Racing,THQ,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Speed Kings,PS2,Racing,Acclaim Entertainment,7.3,0.09,0.05,0,0.04,0.01,2003,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
NHL 2K8,PS3,Sports,2K Sports,7.3,0.09,0.08,0,0.01,0.01,2007,2000,88.9,0,11.1,11.1,Niche (<0.1M),,,
Yourself Fitness,XB,Sports,responDESIGN,7.3,0.09,0.07,0,0.02,0,2004,2000,77.8,0,22.2,0,Niche (<0.1M),,,
World Championship Games: A Track & Field Event,DS,Sports,Game Factory,7.3,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Cabela's Big Game Hunter,GBA,Sports,10TACLE Studios,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Field & Stream: Total Outdoorsman Challenge,X360,Sports,505 Games,7.3,0.09,0.09,0,0,0.01,2010,2010,100,0,0,11.1,Niche (<0.1M),,,
Winning Post 6,PS2,Sports,KOEI,7.3,0.09,0,0.09,0,0,2003,2000,0,100,0,0,Niche (<0.1M),,,
Ribbit King,PS2,Sports,Bandai,7.3,0.09,0.05,0,0.04,0.01,2004,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
ESPN NBA 2Night,PS2,Sports,Konami,7.3,0.09,0.05,0,0.04,0.01,2001,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
FIFA 2001: Major League Soccer,PS2,Sports,EA Sports,7.3,0.09,0,0.09,0,0,2000,2000,0,100,0,0,Niche (<0.1M),,,
Backyard Sports: Sandlot Sluggers,X360,Sports,Atari,7.3,0.09,0.09,0,0,0.01,2010,2010,100,0,0,11.1,Niche (<0.1M),,,
MLB SlugFest 20-04,XB,Sports,Midway Games,7.3,0.09,0.07,0,0.02,0,2003,2000,77.8,0,22.2,0,Niche (<0.1M),,,
World Cup '98 France: Road to Win,SAT,Sports,Sega,7.3,0.09,0,0.09,0,0,1998,1990,0,100,0,0,Niche (<0.1M),,,
FIFA Soccer 12,PS2,Sports,EA Sports,7.3,0.09,0,0,0.02,0.06,2011,2010,0,0,22.2,66.7,Niche (<0.1M),,,
Wacky World of Sports,Wii,Sports,Sega,7.3,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Major League Baseball 2K7,PSP,Sports,2K Sports,6.3,0.09,0.08,0,0,0.01,2007,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Mutant Football League: Dynasty Edition,NS,Sports,Nighthawk Interactive,7.3,0.09,0.08,0,0,0.01,2018,2010,88.9,0,0,11.1,Niche (<0.1M),,,
Rugby 15,XOne,Sports,Maximum Games,7.3,0.09,0.03,0,0.05,0.01,2015,2010,33.3,0,55.6,11.1,Niche (<0.1M),,,
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,Sports,Konami,7.3,0.09,0,0.09,0,0,2002,2000,0,100,0,0,Niche (<0.1M),,,
Pro Yakyuu Spirits 2014,PSP,Sports,Konami Digital Entertainment,7.3,0.09,0,0.09,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Ski and Shoot,Wii,Sports,Conspiracy Entertainment,7.3,0.09,0.04,0,0.04,0.01,2008,2000,44.4,0,44.4,11.1,Niche (<0.1M),,,
World Soccer Winning Eleven 8 International,XB,Sports,Konami,7.3,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Major League Baseball 2K9,PSP,Sports,2K Sports,6,0.09,0.08,0,0,0.01,2009,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Transworld Snowboarding,XB,Sports,Atari,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Remington Super Slam Hunting: Alaska,Wii,Sports,Mastiff,7.3,0.09,0.08,0,0,0.01,2011,2010,88.9,0,0,11.1,Niche (<0.1M),,,
Pro Evolution Soccer 2018,PS3,Sports,Konami Digital Entertainment,7.3,0.09,0.01,0.03,0.04,0.01,2017,2010,11.1,33.3,44.4,11.1,Niche (<0.1M),,,
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,Sports,Konami,7.3,0.09,0,0.08,0,0.01,2000,2000,0,88.9,0,11.1,Niche (<0.1M),,,
Pro Evolution Soccer 2012,PC,Sports,Konami,7,0.09,0,0,0.07,0.02,2011,2010,0,0,77.8,22.2,Niche (<0.1M),,,
Rugby 2005,PS2,Sports,EA Sports,7.3,0.09,0.04,0,0.03,0.01,2005,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,Sports,Konami,7.3,0.09,0,0.09,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
NFL Blitz 20-02,GC,Sports,Midway Games,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Championship Foosball,Wii,Sports,505 Games,7.3,0.09,0.09,0,0,0.01,2008,2000,100,0,0,11.1,Niche (<0.1M),,,
Big League Sports: Summer,Wii,Sports,Activision,7.3,0.09,0.09,0,0,0.01,2009,2000,100,0,0,11.1,Niche (<0.1M),,,
Charlotte's Web,DS,Action,Sega,7.3,0.09,0.08,0,0,0.01,2006,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Ghosthunter,PS2,Action,Namco,7.3,0.09,0.04,0,0.03,0.01,2004,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Def Jam Fight For NY: The Takeover,PSP,Action,Electronic Arts,8,0.09,0.08,0,0,0.01,2006,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Astro Boy,PS2,Action,Sega,7.3,0.09,0.04,0,0.03,0.01,2004,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Hearts of Iron III,PC,Strategy,Paradox Interactive,7.9,0.09,0.04,0,0.04,0.01,2009,2000,44.4,0,44.4,11.1,Niche (<0.1M),,,
Return Fire,PS,Strategy,Time Warner Interactive,7.3,0.09,0.05,0,0.03,0.01,1996,1990,55.6,0,33.3,11.1,Niche (<0.1M),,,
Grand Ages: Medieval,PS4,Strategy,Kalypso Media,7.3,0.09,0,0.03,0.05,0.01,2015,2010,0,33.3,55.6,11.1,Niche (<0.1M),,,
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Strategy,Konami,7.3,0.09,0.05,0,0.04,0.01,2008,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
Romance of the Three Kingdoms XII,PS3,Strategy,Tecmo Koei,7.3,0.09,0,0.09,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Destroy All Humans! Path of the Furon,PS3,Action,Unknown,5,0.09,0,0,0.08,0.01,2020,2020,0,0,88.9,11.1,Niche (<0.1M),,,
Captain America: Super Soldier,3DS,Action,Sega,5,0.09,0.05,0,0.03,0.01,2011,2010,55.6,0,33.3,11.1,Niche (<0.1M),,,
The Incredibles: Rise of the Underminer,XB,Action,THQ,6.5,0.09,0.06,0,0.02,0,2005,2000,66.7,0,22.2,0,Niche (<0.1M),,,
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,Sports,Konami,7.3,0.09,0,0.08,0,0.01,2002,2000,0,88.9,0,11.1,Niche (<0.1M),,,
FIFA Street 3,DS,Sports,EA Sports BIG,7.3,0.09,0.06,0,0.02,0.01,2008,2000,66.7,0,22.2,11.1,Niche (<0.1M),,,
NBA 2K18,PS3,Sports,2K Sports,7,0.09,0.06,0.01,0.01,0.01,2017,2010,66.7,11.1,11.1,11.1,Niche (<0.1M),,,
Derby Stallion,SAT,Sports,ASCII Entertainment,7.3,0.09,0,0.09,0,0,1999,1990,0,100,0,0,Niche (<0.1M),,,
Robotron 64,N64,Shooter,Crave Entertainment,7.3,0.09,0.07,0,0.02,0,1998,1990,77.8,0,22.2,0,Niche (<0.1M),,,
NERF N-Strike: Double Blast Bundle,Wii,Shooter,Electronic Arts,7.3,0.09,0.09,0,0,0.01,2010,2010,100,0,0,11.1,Niche (<0.1M),,,
Top Gun: Firestorm Advance,GBA,Shooter,Titus,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Metal Slug X,PS,Shooter,Agetec,7.3,0.09,0.05,0,0.03,0.01,2001,2000,55.6,0,33.3,11.1,Niche (<0.1M),,,
Total Overdose: A Gunslinger's Tale in Mexico,PS2,Shooter,Eidos Interactive,7.3,0.09,0.04,0,0.04,0.01,2005,2000,44.4,0,44.4,11.1,Niche (<0.1M),,,
Raiden Fighters Aces,X360,Shooter,Valcon Games,7.3,0.09,0.06,0,0.03,0.01,2009,2000,66.7,0,33.3,11.1,Niche (<0.1M),,,
Red Faction: Guerrilla Re-Mars-tered,PS4,Shooter,THQ Nordic,7.3,0.09,0.04,0,0.04,0.02,2018,2010,44.4,0,44.4,22.2,Niche (<0.1M),,,
Gradius V,PS2,Shooter,Konami,7.3,0.09,0.05,0,0.04,0.01,2004,2000,55.6,0,44.4,11.1,Niche (<0.1M),,,
Rapid Reload,PS,Shooter,Sony Computer Entertainment,7.3,0.09,0,0.09,0,0.01,1995,1990,0,100,0,11.1,Niche (<0.1M),,,
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,PS2,Role-Playing,Atlus,7.4,0.09,0,0.09,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Lost Heroes,3DS,Role-Playing,Namco Bandai Games,7.3,0.09,0,0.09,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Wizardry: Tale of the Forsaken Land,PS2,Role-Playing,Atlus,7.3,0.09,0.04,0,0.03,0.01,2001,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Shining Resonance Refrain,NS,Role-Playing,Sega,7.3,0.09,0.05,0.01,0.01,0.01,2018,2010,55.6,11.1,11.1,11.1,Niche (<0.1M),,,
Dragon's Dogma Online,PS4,Role-Playing,Capcom,7.3,0.09,0,0.09,0,0,2015,2010,0,100,0,0,Niche (<0.1M),,,
50 Cent: Bulletproof,PSP,Action,Vivendi Games,5.5,0.09,0.08,0,0,0.01,2006,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Killer7,PS2,Action,Capcom,6.5,0.09,0.04,0,0.03,0.01,2005,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Codename Tenka,PS,Shooter,Sony Computer Entertainment,7,0.09,0.05,0,0.03,0.01,1997,1990,55.6,0,33.3,11.1,Niche (<0.1M),,,
F.E.A.R. Files,X360,Shooter,Sierra Entertainment,6.9,0.09,0.07,0,0.01,0.01,2007,2000,77.8,0,11.1,11.1,Niche (<0.1M),,,
XIII,GC,Shooter,Ubisoft,7.3,0.09,0.07,0,0.02,0,2003,2000,77.8,0,22.2,0,Niche (<0.1M),,,
ShellShock 2: Blood Trails,X360,Shooter,Eidos Interactive,3.2,0.09,0.05,0,0.03,0.01,2009,2000,55.6,0,33.3,11.1,Niche (<0.1M),,,
Invasion From Beyond,PS,Shooter,GT Interactive,7.3,0.09,0.05,0,0.03,0.01,1998,1990,55.6,0,33.3,11.1,Niche (<0.1M),,,
Crysis: Maximum Edition,PC,Shooter,Electronic Arts,7.3,0.09,0,0,0.07,0.02,2009,2000,0,0,77.8,22.2,Niche (<0.1M),,,
Strange Brigade,PS4,Shooter,Rebellion Developments,7.3,0.09,0.05,0,0.03,0.02,2018,2010,55.6,0,33.3,22.2,Niche (<0.1M),,,
Lethal Enforcers,SNES,Shooter,Konami,7.3,0.09,0,0.09,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
Duke Nukem 3D: 20th Anniversary World Tour,PS4,Shooter,Gearbox Software,7.3,0.09,0.07,0,0,0.02,2016,2010,77.8,0,0,22.2,Niche (<0.1M),,,
Sniper Elite,XB,Shooter,Namco,7.3,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Defender,XB,Shooter,Midway Games,7.3,0.09,0.07,0,0.02,0,2002,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Borderlands 2 VR,PS4,Shooter,2K Games,7.3,0.09,0.07,0,0,0.02,2018,2010,77.8,0,0,22.2,Niche (<0.1M),,,
Damnation,PS3,Shooter,Codemasters,3.6,0.09,0.07,0,0.01,0.01,2009,2000,77.8,0,11.1,11.1,Niche (<0.1M),,,
Detana TwinBee Yahho! Deluxe Pack,PS,Shooter,Konami,7.3,0.09,0,0.08,0,0.01,1995,1990,0,88.9,0,11.1,Niche (<0.1M),,,
Savage Skies,PS2,Shooter,BAM! Entertainment,7.3,0.09,0.04,0,0.03,0.01,2002,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Quantum Theory,X360,Shooter,Tecmo Koei,7.3,0.09,0.06,0,0.02,0.01,2010,2010,66.7,0,22.2,11.1,Niche (<0.1M),,,
Theme Hospital,PS,Strategy,Electronic Arts,7.2,0.09,0.03,0.03,0.02,0.01,1998,1990,33.3,33.3,22.2,11.1,Niche (<0.1M),,,
Black & White 2,PC,Strategy,Electronic Arts,7.3,0.09,0.01,0,0.07,0.01,2005,2000,11.1,0,77.8,11.1,Niche (<0.1M),,,
R-Type Command,PSP,Strategy,Atlus,7.3,0.09,0.07,0.01,0,0.02,2008,2000,77.8,11.1,0,22.2,Niche (<0.1M),,,
Supreme Commander,X360,Strategy,Aspyr,5.7,0.09,0.07,0,0.01,0.01,2008,2000,77.8,0,11.1,11.1,Niche (<0.1M),,,
Dungeons,PC,Strategy,Kalypso,6.5,0.09,0.07,0,0.02,0.01,2011,2010,77.8,0,22.2,11.1,Niche (<0.1M),,,
Populous: The Beginning,PS,Strategy,Electronic Arts,7.3,0.09,0.05,0,0.04,0.01,1999,1990,55.6,0,44.4,11.1,Niche (<0.1M),,,
Langrisser V: The End of Legend,SAT,Strategy,NCS,7.3,0.09,0,0.09,0,0,1998,1990,0,100,0,0,Niche (<0.1M),,,
Populous DS,DS,Strategy,Xseed Games,7.3,0.09,0.07,0.02,0,0.01,2008,2000,77.8,22.2,0,11.1,Niche (<0.1M),,,
