title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,decade,na_pct,jp_pct,pal_pct,other_pct,sales_tier,,,
Lock's Quest,DS,Strategy,THQ,7.3,0.09,0.08,0,0,0.01,2008,2000,88.9,0,0,11.1,Niche (<0.1M),,,
The Amazing Spider-Man (2012),WiiU,Action-Adventure,Activision,6,0.09,0.05,0,0.04,0.01,2013,2010,55.6,0,44.4,11.1,Niche (<0.1M),,,
Invizimals: The Alliance,PSV,Action-Adventure,Sony Computer Entertainment,7.3,0.09,0,0,0.07,0.02,2014,2010,0,0,77.8,22.2,Niche (<0.1M),,,
Castlevania: Lords of Shadow 2,X360,Action-Adventure,Konami Digital Entertainment,7.3,0.09,0.02,0,0.06,0.01,2014,2010,22.2,0,66.7,11.1,Niche (<0.1M),,,
Tom Clancy's EndWar,DS,Strategy,Ubisoft,7.3,0.09,0.08,0,0.01,0.01,2008,2000,88.9,0,11.1,11.1,Niche (<0.1M),,,
Brigandine: The Legend of Forsena,PS,Strategy,Atlus,7.3,0.09,0.05,0,0.03,0.01,1998,1990,55.6,0,33.3,11.1,Niche (<0.1M),,,
Romance of the Three Kingdoms X,PS2,Strategy,KOEI,7.3,0.09,0.04,0,0.03,0.01,2005,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Shin Megami Tensei,PS,Role-Playing,Atlus,7.3,0.09,0,0.09,0,0.01,2001,2000,0,100,0,11.1,Niche (<0.1M),,,
SingStar Guitar,PS3,Misc,Sony Computer Entertainment,7.3,0.09,0,0,0.08,0.02,2010,2010,0,0,88.9,22.2,Niche (<0.1M),,,
Atelier Totori: The Adventurer of Arland,PSV,Role-Playing,Gust,7.3,0.09,0,0.09,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Dark Rose Valkyrie,PS4,Role-Playing,Idea Factory International,7.3,0.09,0.04,0.04,0,0.01,2017,2010,44.4,44.4,0,11.1,Niche (<0.1M),,,
Dark Angel: Vampire Apocalypse,PS2,Role-Playing,Metro 3D,4.6,0.09,0.04,0,0.03,0.01,2001,2000,44.4,0,33.3,11.1,Niche (<0.1M),,,
Summon Night 6: Lost Borders,PS4,Role-Playing,Gaijinworks,7.3,0.09,0.03,0.05,0,0.01,2017,2010,33.3,55.6,0,11.1,Niche (<0.1M),,,
Dragon Quest Heroes I & II for Nintendo Switch,NS,Role-Playing,Square Enix,7.3,0.09,0,0.09,0,0,2017,2010,0,100,0,0,Niche (<0.1M),,,
Soul Nomad & the World Eaters (JP sales),PS2,Role-Playing,NIS America,7.3,0.09,0,0.09,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Justice League Heroes,DS,Role-Playing,Warner Bros. Interactive,7.3,0.09,0.08,0,0,0.01,2006,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Saiyuuki: Kinkaku, Ginkaku no Inbou,DS,Role-Playing,D3 Publisher,7.3,0.09,0,0.09,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,
New Class of Heroes Mono: Toki no Gakuen,PSP,Role-Playing,Acquire,7.3,0.09,0,0.09,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Beyblade Burst,3DS,Role-Playing,FuRyu Corporation,7.3,0.09,0,0.09,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,Role-Playing,Takara Tomy,7.3,0.09,0,0.09,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Fullmetal Alchemist: Dual Sympathy,DS,Role-Playing,Destineer,7.3,0.09,0.05,0.04,0,0,2006,2000,55.6,44.4,0,0,Niche (<0.1M),,,
Spectral Force Genesis,DS,Role-Playing,Ignition Entertainment,7.3,0.09,0.08,0.01,0,0.01,2010,2010,88.9,11.1,0,11.1,Niche (<0.1M),,,
Last Rebellion,PS3,Role-Playing,NIS America,4.8,0.09,0.06,0.01,0.01,0.01,2010,2010,66.7,11.1,11.1,11.1,Niche (<0.1M),,,
Dark Souls Trilogy,PS4,Role-Playing,Bandai Namco Entertainment,7.3,0.09,0.07,0.01,0,0.02,2018,2010,77.8,11.1,0,22.2,Niche (<0.1M),,,
Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,Strategy,Tecmo Koei,7.3,0.09,0.03,0.06,0,0.01,2016,2010,33.3,66.7,0,11.1,Niche (<0.1M),,,
Grand Kingdom,PSV,Role-Playing,NIS America,7.3,0.09,0.02,0.05,0.01,0.01,2016,2010,22.2,55.6,11.1,11.1,Niche (<0.1M),,,
Digimon World 4,GC,Role-Playing,Bandai,5.2,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Digimon World Re:Digitize Decode,3DS,Role-Playing,Namco Bandai Games,7.3,0.09,0,0.09,0,0,2013,2010,0,100,0,0,Niche (<0.1M),,,
Spectral Force 3,X360,Role-Playing,Atlus,5.9,0.09,0.08,0,0,0.01,2008,2000,88.9,0,0,11.1,Niche (<0.1M),,,
Exist Archive: The Other Side of the Sky,PSV,Role-Playing,Aksys Games,7.3,0.09,0.02,0.06,0,0.01,2016,2010,22.2,66.7,0,11.1,Niche (<0.1M),,,
Ys I & II Chronicles,PSP,Role-Playing,Xseed Games,6.4,0.09,0.05,0.03,0,0.01,2011,2010,55.6,33.3,0,11.1,Niche (<0.1M),,,
Kurikin: Nano Island Story,DS,Role-Playing,Nintendo,7.3,0.09,0,0.09,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Everyday House Tamagotchi,3DS,Simulation,Namco Bandai Games,7.3,0.09,0,0.09,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Playboy: The Mansion,XB,Simulation,ARUSH Entertainment,7.3,0.09,0.07,0,0.02,0,2005,2000,77.8,0,22.2,0,Niche (<0.1M),,,
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,Misc,Hudson Soft,7.3,0.09,0,0.09,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Yaiba: Ninja Gaiden Z,PS3,Misc,Tecmo Koei,7.3,0.09,0.05,0,0.03,0.02,2014,2010,55.6,0,33.3,22.2,Niche (<0.1M),,,
Alvin and the Chipmunks: Chipwrecked,Wii,Misc,Majesco,7.3,0.09,0.07,0,0.01,0.01,2011,2010,77.8,0,11.1,11.1,Niche (<0.1M),,,
Truth or Lies,PS3,Misc,THQ,7.3,0.09,0.06,0,0.02,0.01,2010,2010,66.7,0,22.2,11.1,Niche (<0.1M),,,
Family Party: 30 Great Games,Wii,Misc,D3 Publisher,7.3,0.09,0.08,0,0.01,0.01,2008,2000,88.9,0,11.1,11.1,Niche (<0.1M),,,
BlazBlue: Chrono Phantasma,PSV,Fighting,Arc System Works,7.3,0.08,0.04,0.03,0,0.01,2014,2010,50,37.5,0,12.5,Niche (<0.1M),,,
The King of Fighters '96,PS,Fighting,SNK,7.3,0.08,0,0.07,0,0.01,1997,1990,0,87.5,0,12.5,Niche (<0.1M),,,
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,Fighting,Takara Tomy,7.3,0.08,0,0.08,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Fate/Tiger Colosseum,PSP,Fighting,Capcom,7.3,0.08,0,0.08,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
One Piece: Gear Spirit,DS,Fighting,Namco Bandai,7.3,0.08,0,0.08,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Blades of Blood: Samurai Shodown III,PS,Fighting,Sony Computer Entertainment,7.3,0.08,0.05,0,0.03,0.01,1996,1990,62.5,0,37.5,12.5,Niche (<0.1M),,,
Taz Wanted,GC,Platform,Atari,5.7,0.08,0.06,0,0.02,0,2002,2000,75,0,25,0,Niche (<0.1M),,,
Ultimate Ghosts 'n Goblins,PSP,Platform,Capcom,7.3,0.08,0.07,0,0,0.01,2006,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Skeleton Warriors,PS,Platform,Playmates,7.3,0.08,0.04,0,0.03,0.01,1996,1990,50,0,37.5,12.5,Niche (<0.1M),,,
Pitfall: The Lost Expedition,GC,Platform,Activision,7.3,0.08,0.06,0,0.02,0,2004,2000,75,0,25,0,Niche (<0.1M),,,
Sherlock Holmes: Crimes & Punishments,XOne,Adventure,Focus Home Interactive,7.3,0.08,0.03,0,0.04,0.01,2014,2010,37.5,0,50,12.5,Niche (<0.1M),,,
Kenka Banchou 6: Soul & Blood,3DS,Fighting,Spike Chunsoft,7.3,0.08,0,0.08,0,0,2015,2010,0,100,0,0,Niche (<0.1M),,,
Bleach: Heat the Soul 5,PSP,Fighting,Sony Computer Entertainment,7.3,0.08,0,0.08,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Marvel Nemesis: Rise of the Imperfects,DS,Fighting,Electronic Arts,7.3,0.08,0.08,0,0,0.01,2005,2000,100,0,0,12.5,Niche (<0.1M),,,
Bleach: Heat the Soul 7,PSP,Fighting,Sony Computer Entertainment,7.3,0.08,0,0.08,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
PAC-MAN and the Ghostly Adventures,PS3,Platform,Namco Bandai Games,7.3,0.08,0.03,0,0.04,0.01,2013,2010,37.5,0,50,12.5,Niche (<0.1M),,,
Line Rider 2: Unbound,DS,Puzzle,"Genius Products, Inc.",5,0.08,0.07,0,0,0.01,2008,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Crush,PSP,Puzzle,Sega,8.5,0.08,0.07,0,0,0.01,2007,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,Misc,Epoch,7.3,0.08,0,0.08,0,0,1991,1990,0,100,0,0,Niche (<0.1M),,,
No One Can Stop Mr. Domino!,PS,Misc,Acclaim Entertainment,7.3,0.08,0.04,0,0.03,0,1998,1990,50,0,37.5,0,Niche (<0.1M),,,
Minna no Joushiki Ryoku TV,Wii,Misc,Nintendo,7.3,0.08,0,0.08,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Mirror's Edge Catalyst,PC,Platform,Electronic Arts,7.3,0.08,0.01,0,0.06,0.01,2016,2010,12.5,0,75,12.5,Niche (<0.1M),,,
Super Monkey Ball Adventure,PSP,Platform,Sega,7.3,0.08,0.05,0,0.02,0.01,2006,2000,62.5,0,25,12.5,Niche (<0.1M),,,
Pop'n Music,Wii,Misc,Konami,7.3,0.08,0.07,0,0,0.01,2009,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Medabots 8,3DS,Misc,Rocket Company,7.3,0.08,0,0.08,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Drama Queens,DS,Misc,Majesco,7.3,0.08,0.07,0,0,0.01,2009,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Board Game Classics,GBA,Misc,"Destination Software, Inc",7.3,0.08,0.06,0,0.02,0,2005,2000,75,0,25,0,Niche (<0.1M),,,
One Piece: Romance Dawn,3DS,Misc,Namco Bandai Games,7.3,0.08,0,0.08,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Pocket Dogs,GBA,Misc,O~3 Entertainment,7.3,0.08,0.06,0,0.02,0,2005,2000,75,0,25,0,Niche (<0.1M),,,
My English Coach: Para Hispanoparlantes,DS,Misc,Ubisoft,7.3,0.08,0.07,0,0,0.01,2009,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Hasbro Family Fun Pack Conquest Edition,PS4,Misc,Ubisoft,7.3,0.08,0.07,0,0,0.02,2016,2010,87.5,0,0,25,Niche (<0.1M),,,
Pac-Man Power Pack,PS2,Misc,Namco Bandai,7.3,0.08,0.04,0,0.03,0.01,2008,2000,50,0,37.5,12.5,Niche (<0.1M),,,
Kaidan Restaurant: Ura Menu 100-Sen,DS,Misc,Namco Bandai,7.3,0.08,0,0.08,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,Misc,Namco Bandai,7.3,0.08,0,0.08,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Space Channel 5 Special Edition,PS2,Misc,Agetec,7.3,0.08,0.04,0,0.03,0.01,2003,2000,50,0,37.5,12.5,Niche (<0.1M),,,
Midway Arcade Treasures 3,XB,Misc,Midway Games,7.3,0.08,0.06,0,0.02,0,2005,2000,75,0,25,0,Niche (<0.1M),,,
Steins;Gate: Darling of Loving Vows,X360,Visual Novel,5pb,7.3,0.08,0,0.08,0,0,2011,2010,0,100,0,0,Niche (<0.1M),,,
EyeCreate,PS3,Misc,Sony Computer Entertainment,7.3,0.08,0,0,0.07,0.01,2007,2000,0,0,87.5,12.5,Niche (<0.1M),,,
Ni Hao, Kai-lan: Super Game Day,PS2,Misc,2K Play,7.3,0.08,0.04,0,0.03,0.01,2009,2000,50,0,37.5,12.5,Niche (<0.1M),,
MTV Music Generator 3: This Is the Remix,XB,Misc,Codemasters,7.3,0.08,0.06,0,0.02,0,2004,2000,75,0,25,0,Niche (<0.1M),,,
Are You Smarter Than a 5th Grader? Back to School,DS,Misc,THQ,7.3,0.08,0.08,0,0,0.01,2010,2010,100,0,0,12.5,Niche (<0.1M),,,
Beat Sketch!,PS3,Misc,Sony Computer Entertainment,7.3,0.08,0,0.08,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Mind Quiz: Your Brain Coach,DS,Misc,Ubisoft,7.3,0.08,0,0.08,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Pinball Hall of Fame: The Gottlieb Collection,XB,Misc,Crave Entertainment,7.3,0.08,0.06,0,0.02,0,2004,2000,75,0,25,0,Niche (<0.1M),,,
SingStar: Made In Germany,PS3,Misc,Sony Computer Entertainment,7.3,0.08,0,0,0.07,0.02,2009,2000,0,0,87.5,25,Niche (<0.1M),,,
Ultimate Brain Games,GBA,Misc,Telegames,7.3,0.08,0.06,0,0.02,0,2003,2000,75,0,25,0,Niche (<0.1M),,,
Wildlife Park 3,PC,Simulation,bitComposer Games,7.3,0.08,0,0,0.07,0.01,2011,2010,0,0,87.5,12.5,Niche (<0.1M),,,
AKB1/149: Love Election,PS3,Simulation,Namco Bandai Games,7.3,0.08,0,0.08,0,0,2013,2010,0,100,0,0,Niche (<0.1M),,,
Konami Classics Vol. 1,X360,Misc,Konami,7.3,0.08,0.08,0,0,0.01,2009,2000,100,0,0,12.5,Niche (<0.1M),,,
SingStar Apres-Ski Party 2,PS3,Misc,Sony Computer Entertainment,7.3,0.08,0,0,0.07,0.01,2010,2010,0,0,87.5,12.5,Niche (<0.1M),,,
Bleach: Heat the Soul 4,PSP,Fighting,Sony Computer Entertainment,7.3,0.08,0,0.08,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
BlazBlue: Cross Tag Battle,PS4,Fighting,Arc System Works,7.3,0.08,0.04,0.03,0,0.01,2018,2010,50,37.5,0,12.5,Niche (<0.1M),,,
BlazBlue: Chrono Phantasma Extend,XOne,Fighting,Arc System Works,7.3,0.08,0.06,0,0.01,0.01,2015,2010,75,0,12.5,12.5,Niche (<0.1M),,,
Guilty Gear XX Slash,PS2,Fighting,Sammy Corporation,7.3,0.08,0,0.08,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Ultimate Fighting Championship: Throwdown,GC,Fighting,Crave Entertainment,6.7,0.08,0.06,0,0.02,0,2002,2000,75,0,25,0,Niche (<0.1M),,,
Cartoon Network: Punch Time Explosion XL,Wii,Fighting,Crave Entertainment,7.3,0.08,0.07,0,0.01,0.01,2011,2010,87.5,0,12.5,12.5,Niche (<0.1M),,,
Samurai Shodown Sen,X360,Fighting,Xseed Games,4.8,0.08,0.07,0,0.01,0.01,2010,2010,87.5,0,12.5,12.5,Niche (<0.1M),,,
Tokyo Twilight Ghost Hunters,PSV,Visual Novel,Aksys Games,7.3,0.08,0.04,0.02,0.01,0.01,2015,2010,50,25,12.5,12.5,Niche (<0.1M),,,
Shonen Jump's One Piece: Pirates Carnival,GC,Misc,Namco Bandai,4.6,0.08,0.06,0,0.02,0,2006,2000,75,0,25,0,Niche (<0.1M),,,
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,Misc,Majesco,7.3,0.08,0.06,0,0.02,0,2004,2000,75,0,25,0,Niche (<0.1M),,,
Discovery Kids: Spider Quest,DS,Misc,505 Games,7.3,0.08,0.07,0,0,0.01,2009,2000,87.5,0,0,12.5,Niche (<0.1M),,,
The $1,0,000 Pyramid,Wii,Misc,Ubisoft,7.3,0.08,0.07,0,0,0.01,2011,2010,87.5,0,0,12.5,Niche (<0.1M),
3 in 1: Solitaire, Mahjong & Tangram,DS,Misc,Deep Silver,7.3,0.08,0,0,0.07,0.01,2010,2010,0,0,87.5,12.5,Niche (<0.1M),,
Rock Revolution,Wii,Misc,Konami,7.3,0.08,0.07,0,0,0.01,2008,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,Fighting,Takara Tomy,7.3,0.08,0,0.08,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Supremacy MMA,X360,Fighting,505 Games,5,0.08,0.05,0,0.02,0.01,2011,2010,62.5,0,25,12.5,Niche (<0.1M),,,
Kamen Rider: Super Climax Heroes,Wii,Fighting,Namco Bandai Games,7.3,0.08,0,0.08,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
The King of Fighters 2006,PS2,Fighting,SNK Playmore,7.3,0.08,0.01,0.05,0.01,0,2006,2000,12.5,62.5,12.5,0,Niche (<0.1M),,,
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,Adventure,Nintendo,7.3,0.08,0,0.08,0,0,2004,2000,0,100,0,0,Niche (<0.1M),,,
Princess Isabella: A Witch's Curse,DS,Adventure,GSP,7.3,0.08,0.05,0,0.03,0.01,2010,2010,62.5,0,37.5,12.5,Niche (<0.1M),,,
Super Robot Wars OG: The Moon Dwellers,PS3,Misc,Namco Bandai Games,7.3,0.08,0,0.08,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,Misc,Disney Interactive Studios,7.3,0.08,0,0.08,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Grease Dance,PS3,Misc,505 Games,7.3,0.08,0.05,0,0.02,0.01,2011,2010,62.5,0,25,12.5,Niche (<0.1M),,,
My Friends,DS,Misc,O-Games,7.3,0.08,0.07,0,0,0.01,2009,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Storybook Workshop,Wii,Misc,Konami,7.3,0.08,0.07,0,0,0.01,2009,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,Fighting,Sega,7.3,0.08,0,0.08,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
Sentimental Graffiti 2,DC,Adventure,NEC Interchannel,7.3,0.08,0,0.08,0,0,2000,2000,0,100,0,0,Niche (<0.1M),,,
Harvey Birdman: Attorney at Law,Wii,Adventure,Capcom,7.3,0.08,0.08,0,0,0.01,2008,2000,100,0,0,12.5,Niche (<0.1M),,,
Martian Panic,Wii,Adventure,Zoo Games,7.3,0.08,0.08,0,0,0.01,2010,2010,100,0,0,12.5,Niche (<0.1M),,,
Adventure Time: The Secret of the Nameless Kingdom,3DS,Adventure,Little Orbit,7.3,0.08,0,0,0.08,0,2014,2010,0,0,100,0,Niche (<0.1M),,,
The Hidden,3DS,Adventure,Majesco,7.3,0.08,0.08,0,0,0.01,2011,2010,100,0,0,12.5,Niche (<0.1M),,,
The Spiderwick Chronicles,DS,Adventure,Sierra Entertainment,7.3,0.08,0.07,0,0,0.01,2008,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,Adventure,Namco Bandai,7.3,0.08,0,0.08,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
The Sexy Brutale,PS4,Adventure,Badland Games,7.3,0.08,0.05,0,0.02,0.01,2017,2010,62.5,0,25,12.5,Niche (<0.1M),,,
Samurai Shodown III,NG,Fighting,SNK,7.3,0.08,0,0.08,0,0,1995,1990,0,100,0,0,Niche (<0.1M),,,
The King of Fighters EX2: Howling Blood,GBA,Fighting,Atlus,7.9,0.08,0.06,0,0.02,0,2003,2000,75,0,25,0,Niche (<0.1M),,,
The King of Fighters '98: Dream Match Never Ends,PS,Fighting,SNK,7.3,0.08,0.05,0,0.03,0.01,1999,1990,62.5,0,37.5,12.5,Niche (<0.1M),,,
Gundam Seed: Battle Assault,GBA,Fighting,Bandai,6.5,0.08,0.06,0,0.02,0,2004,2000,75,0,25,0,Niche (<0.1M),,,
Mortal Kombat Kollection,PS2,Fighting,Midway Games,7.3,0.08,0.04,0,0.03,0.01,2008,2000,50,0,37.5,12.5,Niche (<0.1M),,,
Zatch Bell! Mamodo Battles,PS2,Fighting,Bandai,7.3,0.08,0.04,0,0.03,0.01,2005,2000,50,0,37.5,12.5,Niche (<0.1M),,,
Naruto Shippuden: Shinobi Rumble!!,DS,Fighting,Takara Tomy,7.3,0.08,0.03,0.05,0,0,2011,2010,37.5,62.5,0,0,Niche (<0.1M),,,
Minecraft: Story Mode - Season Two,X360,Adventure,Telltale Games,7.3,0.08,0.05,0,0.02,0.01,2017,2010,62.5,0,25,12.5,Niche (<0.1M),,,
Armorines: Project S.W.A.R.M.,PS,Shooter,Acclaim Entertainment,3.2,0.08,0.05,0,0.03,0.01,2000,2000,62.5,0,37.5,12.5,Niche (<0.1M),,,
RTX Red Rock,PS2,Shooter,LucasArts,7.3,0.08,0.04,0,0.03,0.01,2003,2000,50,0,37.5,12.5,Niche (<0.1M),,,
Metal Slug Advance,GBA,Shooter,SNK,7.3,0.08,0.06,0,0.02,0,2004,2000,75,0,25,0,Niche (<0.1M),,,
Far Cry Vengeance,Wii,Shooter,Ubisoft,7.3,0.08,0.06,0,0.01,0.01,2006,2000,75,0,12.5,12.5,Niche (<0.1M),,,
Sega Ages: After Burner II,SAT,Shooter,Sega,7.3,0.08,0,0.08,0,0,1996,1990,0,100,0,0,Niche (<0.1M),,,
PAC-MAN and the Ghostly Adventures,X360,Platform,Namco Bandai Games,7.3,0.08,0.04,0,0.03,0.01,2013,2010,50,0,37.5,12.5,Niche (<0.1M),,,
Nano Assault,3DS,Shooter,Majesco,6,0.08,0.08,0,0,0.01,2011,2010,100,0,0,12.5,Niche (<0.1M),,,
Aliens versus Predator: Extinction,XB,Strategy,Electronic Arts,7.3,0.08,0.06,0,0.02,0,2003,2000,75,0,25,0,Niche (<0.1M),,,
Star Wars: Empire at War,PC,Strategy,LucasArts,7.3,0.08,0.01,0,0.07,0.01,2006,2000,12.5,0,87.5,12.5,Niche (<0.1M),,,
RollerCoaster Tycoon 3: Platinum,PC,Strategy,Atari,7.3,0.08,0.01,0,0.06,0.01,2006,2000,12.5,0,75,12.5,Niche (<0.1M),,,
Tears to Tiara: Kakan no Daichi,PS3,Strategy,Aquaplus,7.3,0.08,0,0.08,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
ARK: Survival Evolved,NS,Action-Adventure,Studio Wildcard,4,0.08,0.07,0,0,0.01,2018,2010,87.5,0,0,12.5,Niche (<0.1M),,,
How to Train Your Dragon 2,WiiU,Action-Adventure,Little Orbit,7.3,0.08,0.03,0,0.05,0.01,2014,2010,37.5,0,62.5,12.5,Niche (<0.1M),,,
Darksiders II: Deathinitive Edition,XOne,Action-Adventure,Nordic Games,7.5,0.08,0.05,0,0.03,0.01,2015,2010,62.5,0,37.5,12.5,Niche (<0.1M),,,
Disney Infinity 2.0: Marvel Super Heroes,PSV,Action-Adventure,Disney Interactive Studios,7.3,0.08,0,0,0.06,0.02,2015,2010,0,0,75,25,Niche (<0.1M),,,
Carol Vorderman's Sudoku,PSP,Puzzle,Eidos Interactive,7.4,0.08,0.06,0,0,0.01,2007,2000,75,0,0,12.5,Niche (<0.1M),,,
Warhammer 40,000: Dawn of War II - Retribution,PC,Strategy,THQ,7.9,0.08,0,0,0.06,0.02,2011,2010,0,0,75,25,Niche (<0.1M),,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,Strategy,Nintendo,7.3,0.08,0,0.08,0,0,2004,2000,0,100,0,0,Niche (<0.1M),,,
Goblin Commander: Unleash the Horde,XB,Strategy,Jaleco,7.3,0.08,0.06,0,0.02,0,2003,2000,75,0,25,0,Niche (<0.1M),,,
Evolution Worlds,GC,Role-Playing,Ubisoft,6.5,0.08,0.06,0,0.02,0,2002,2000,75,0,25,0,Niche (<0.1M),,,
A-Train,PS,Strategy,Maxis,6,0.08,0.02,0.04,0.01,0.01,1996,1990,25,50,12.5,12.5,Niche (<0.1M),,,
Onimusha Tactics,GBA,Strategy,Capcom,7.3,0.08,0.06,0,0.02,0,2003,2000,75,0,25,0,Niche (<0.1M),,,
Nobunaga's Ambition: Rise to Power,PS2,Strategy,KOEI,7.3,0.08,0,0.08,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
7 Wonders of the Ancient World,PSP,Puzzle,Mumbo Jumbo,5.4,0.08,0.07,0,0,0.01,2007,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Wordfish,DS,Puzzle,Ubisoft,7.3,0.08,0.07,0,0,0.01,2008,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Soul Bubbles,DS,Puzzle,Eidos Interactive,7,0.08,0.05,0,0.02,0.01,2008,2000,62.5,0,25,12.5,Niche (<0.1M),,,
Smart Bomb,PSP,Puzzle,Eidos Interactive,7.3,0.08,0.07,0,0,0.01,2005,2000,87.5,0,0,12.5,Niche (<0.1M),,,
Bomberman Jetters,GC,Puzzle,Majesco,7.2,0.08,0.06,0,0.02,0,2004,2000,75,0,25,0,Niche (<0.1M),,,
Me & My Katamari (JP sales),PSP,Puzzle,Namco,7.3,0.08,0,0.08,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Puzzler Mind Gym 3D,3DS,Puzzle,Ubisoft,7.3,0.08,0.07,0,0,0.01,2011,2010,87.5,0,0,12.5,Niche (<0.1M),,,
SafeCracker: The Ultimate Puzzle Adventure,Wii,Puzzle,The Adventure Company,7.3,0.08,0.07,0,0.01,0.01,2008,2000,87.5,0,12.5,12.5,Niche (<0.1M),,,
Duke Nukem: Land of the Babes,PS,Shooter,Atari,7.3,0.08,0.04,0,0.03,0,2000,2000,50,0,37.5,0,Niche (<0.1M),,,
TimeSplitters: Future Perfect,GC,Shooter,Electronic Arts,8.4,0.08,0.06,0,0.02,0,2005,2000,75,0,25,0,Niche (<0.1M),,,
America's Army: True Soldiers,X360,Shooter,Ubisoft,4.5,0.08,0.08,0,0,0.01,2007,2000,100,0,0,12.5,Niche (<0.1M),,,
Dragon Slayer: Eiyuu Densetsu,GEN,Role-Playing,Sega,7.3,0.08,0,0.08,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
Slayers Royal,PS,Role-Playing,Kadokawa Shoten,7.3,0.08,0,0.08,0,0.01,1998,1990,0,100,0,12.5,Niche (<0.1M),,,
Shining Resonance Refrain,PS4,Role-Playing,Sega,7.3,0.08,0.03,0.04,0.01,0.01,2018,2010,37.5,50,12.5,12.5,Niche (<0.1M),,,
Final Fantasy VI,PS,Role-Playing,SquareSoft,7.3,0.08,0,0.08,0,0.01,1999,1990,0,100,0,12.5,Niche (<0.1M),,,
The Legend of Alon D'ar,PS2,Role-Playing,Ubisoft,7.3,0.08,0.04,0,0.03,0.01,2001,2000,50,0,37.5,12.5,Niche (<0.1M),,,
Earth Defense Force 2017,X360,Shooter,D3 Publisher,7.4,0.08,0.04,0.03,0.01,0,2007,2000,50,37.5,12.5,0,Niche (<0.1M),,,
